name,province,district,address,hospital_type,image_url,latitude,longitude,source
Bhaluwahi Health Service Center,Madhesh,Siraha,,clinic,,26.693363,86.235957,HDX_OSM
Aasmik Clinic,Madhesh,Siraha,,clinic,,26.69854,86.254872,HDX_OSM
Sagarmatha Eye Hospital,Madhesh,Siraha,,hospital,,26.656435,86.208314,HDX_OSM
Hapakara Health Care Center,Madhesh,Siraha,,clinic,,26.657177,86.255009,HDX_OSM
Siraha Medics,Madhesh,Siraha,,clinic,,26.619901,86.186548,HDX_OSM
Goyal Medical Hall,Madhesh,Siraha,,clinic,,26.619808,86.186958,HDX_OSM
Madar Polyclinic,Madhesh,Siraha,,clinic,,26.620206,86.187971,HDX_OSM
Manpur Health Care Center,Madhesh,Siraha,,clinic,,26.643206,86.186206,HDX_OSM
"Basic Health Service Center, Ramaul",Madhesh,Siraha,,clinic,,26.645179,86.193538,HDX_OSM
Adharbhut Swastha Sewa Kendra Basbitta,Madhesh,Siraha,,clinic,,26.663354,86.198214,HDX_OSM
"Laximinya Health Care Center, Dostiya",Madhesh,Bara,,clinic,,27.032773,85.20215,HDX_OSM
Jamuniya Health Care Center,Madhesh,Bara,,clinic,,26.901078,85.043224,HDX_OSM
Auraiya Basic Health Care Center,Madhesh,Bara,,clinic,,26.920866,85.034927,HDX_OSM
Majhariya Health Care Center,Madhesh,Bara,,clinic,,26.941253,85.045272,HDX_OSM
Santapur Health Care Center,Madhesh,Rautahat,,clinic,,26.992378,85.200318,HDX_OSM
Nautan Basic Health Center,Madhesh,Bara,,clinic,,27.03598,84.916205,HDX_OSM
Khutwa Jabdi Health Center,Madhesh,Bara,,clinic,,27.039756,84.938193,HDX_OSM
Bhaluhi Community Health Center,Madhesh,Bara,,clinic,,27.0333,84.944167,HDX_OSM
Belhiya Basic Health Care Center,Madhesh,Bara,,clinic,,27.042617,84.967489,HDX_OSM
Laligurans Urban Health Care Center,Sudurpashchim,Kanchanpur,,clinic,,28.660499,80.41412,HDX_OSM
Jabdiya Basic Health Care Center,Sudurpashchim,Kanchanpur,,clinic,,28.675001,80.406074,HDX_OSM
Thalkeder Clinic,Sudurpashchim,Kanchanpur,,clinic,,28.679204,80.359712,HDX_OSM
Nga-Gaun Basic Health Care Center,Sudurpashchim,Kanchanpur,,clinic,,28.637417,80.483369,HDX_OSM
"Basic Health Service Centre, Himalibas",Madhesh,Rautahat,,clinic,,27.059785,85.203695,HDX_OSM
Nagrik Ayurveda Service Center,Madhesh,Bara,,clinic,,26.928058,85.039989,HDX_OSM
Parsurampur Health Care Center,Madhesh,Bara,,clinic,,26.93443,85.041811,HDX_OSM
Hardiya Urban Health Care Center,Madhesh,Bara,,hospital,,26.938656,85.037152,HDX_OSM
Shitalpur Health Care Center,Madhesh,Rautahat,,clinic,,26.954759,85.196822,HDX_OSM
Jayshree Laxmi Sawstha Sewa Clinic,Madhesh,Bara,,clinic,,26.959804,85.173258,HDX_OSM
Mahadev Health Care Pvt. Ltd,Madhesh,Rautahat,,clinic,,26.994818,85.203996,HDX_OSM
Prastoka Basic Health Care Center,Madhesh,Bara,,clinic,,27.050624,84.968943,HDX_OSM
Banjariya Health Care Center,Madhesh,Bara,,clinic,,27.059068,84.987354,HDX_OSM
Shreepur Primary Health Centre,Sudurpashchim,Kanchanpur,,clinic,,28.680667,80.360401,HDX_OSM
Tribhuvanbasti Health Post,Sudurpashchim,Kanchanpur,,clinic,,28.640351,80.453533,HDX_OSM
Bhimbasti Health Post,Sudurpashchim,Kanchanpur,,clinic,,28.682743,80.512518,HDX_OSM
Ka-Gaun Basic Health Care Center,Sudurpashchim,Kanchanpur,,clinic,,28.604128,80.487866,HDX_OSM
Gha-Gaun Basic Health Post,Sudurpashchim,Kanchanpur,,clinic,,28.651146,80.440682,HDX_OSM
Rambasti Basic Health Post,Sudurpashchim,Kanchanpur,,clinic,,28.662921,80.444081,HDX_OSM
Parasan Health Post,Sudurpashchim,Kanchanpur,,clinic,,28.587833,80.507796,HDX_OSM
CWC Polyclinic,Bagmati,Kavre,,clinic,,27.630371,85.523603,HDX_OSM
Banepa Hospital,Bagmati,Kavre,,clinic,,27.633718,85.518407,HDX_OSM
Janakpur Golden Hospital,Madhesh,Janakpur,,hospital,,26.739722,85.923634,HDX_OSM
Spark Ortho Neuro Center,Bagmati,Bhaktapur,,clinic,,27.675617,85.374647,HDX_OSM
sarvanga dental care,Bagmati,Bhaktapur,,dentist,,27.673717,85.3728,HDX_OSM
ECHS,Lumbini,Rupandehi,,dentist,,27.697724,83.465631,HDX_OSM
Relief Medical Hall,Bagmati,Bhaktapur,,clinic,,27.67926,85.444248,HDX_OSM
Happy Medicare,Bagmati,Bhaktapur,,clinic,,27.678788,85.441439,HDX_OSM
Shree Samaj Dental clinic,Bagmati,Kathmandu,,dentist,,27.739667,85.336994,HDX_OSM
मेट्रो अस्पताल,Bagmati,Kathmandu,,hospital,,27.739818,85.337135,HDX_OSM
Smile Care,Bagmati,Bhaktapur,,dentist,,27.673666,85.373594,HDX_OSM
Niwaran Poly Clinic,Bagmati,Bhaktapur,,clinic,,27.67367,85.373556,HDX_OSM
Om Mechi Hospital,Koshi,Jhapa,,hospital,,26.659463,87.703499,HDX_OSM
Merryland Health Care,Koshi,Jhapa,,clinic,,26.658704,87.699409,HDX_OSM
Sagar Dental,Koshi,Jhapa,,dentist,,26.660738,87.701611,HDX_OSM
Ahcc Dmk,Koshi,Jhapa,,hospital,,26.660671,87.70053,HDX_OSM
Shuva Kiran Health Care,Koshi,Jhapa,,clinic,,26.659192,87.696636,HDX_OSM
MBS Transformer,Bagmati,Lalitpur,,physiotherapist,,27.682536,85.315398,HDX_OSM
Prime Health Hub,Bagmati,Kathmandu,Kathmandu Municipality,clinic,,27.691473,85.281936,HDX_OSM
Bhaktapur Medicity Dental & Medical Clinic,Bagmati,Bhaktapur,,dentist,,27.670451,85.41042,HDX_OSM
धरापानी स्वास्थ्य चौकी,Karnali,Surkhet,,hospital,,28.404557,81.944887,HDX_OSM
Anmol Dental Care,Bagmati,Bhaktapur,,dentist,,27.678991,85.442165,HDX_OSM
Creative Oral Dental Care Pvt.Ltd,Bagmati,Bhaktapur,,dentist,,27.677838,85.437943,HDX_OSM
Medical Clinic,Bagmati,Kathmandu,,clinic,,27.700054,85.321866,HDX_OSM
Subh Ultrasound Clinic,Bagmati,Kathmandu,,clinic,,27.701946,85.322269,HDX_OSM
Kishor Kishori Maitri Swostha Sewa,Madhesh,Rautahat,,clinic,,26.930557,85.307789,HDX_OSM
Oral And Dental Clinic,Bagmati,Kathmandu,,clinic,,27.706757,85.322773,HDX_OSM
ट्राइसिटी डन्टल क्लिनिक,Bagmati,Kathmandu,,dentist,,27.718257,85.346489,HDX_OSM
Gedahi Guthi Health Post,Madhesh,Rautahat,,clinic,,26.927926,85.319281,HDX_OSM
उरहरी स्वास्थ्य चौकी,Lumbini,Dang,,hospital,,28.064607,82.241284,HDX_OSM
JGO Free Health Clinic,Bagmati,Kathmandu,,doctors,,27.704582,85.306267,HDX_OSM
Mata Manakamana Arogya Clinic,Bagmati,Kathmandu,,clinic,,27.704908,85.322626,HDX_OSM
"Primary Health Post, Chainpur",Koshi,Sankhuwasabha,,hospital,,27.295435,87.319959,HDX_OSM
College Of Medical Sciences Teaching Hospital,Bagmati,Chitwan,,hospital,,27.683723,84.436073,HDX_OSM
Asha X-Ray Clinic,Bagmati,Kathmandu,,clinic,,27.705689,85.31226,HDX_OSM
Jana Polyclinic,Bagmati,Kathmandu,,clinic,,27.675012,85.277152,HDX_OSM
Jana Varosa Poly Clinic,Bagmati,Kathmandu,,clinic,,27.728884,85.363961,HDX_OSM
Lagankhel Dental Clinic,Bagmati,Lalitpur,,clinic,,27.666493,85.324083,HDX_OSM
Lalitpur Poly Clinic,Bagmati,Lalitpur,,clinic,,27.666544,85.324093,HDX_OSM
Prashanti Health Care Center,Bagmati,Lalitpur,,clinic,,27.674985,85.314413,HDX_OSM
Siddhartha Poly Clinic,Bagmati,Kathmandu,,clinic,,27.706156,85.320058,HDX_OSM
Upatyaka Poly Clinic,Bagmati,Lalitpur,,clinic,,27.675879,85.315963,HDX_OSM
Red Cross,Bagmati,Kavre,,hospital,,27.584006,85.513491,HDX_OSM
Manjushree Medical Center,Bagmati,Kathmandu,,doctors,,27.717438,85.324992,HDX_OSM
Wellness Health Pathology,Bagmati,Kathmandu,,doctors,,27.705793,85.309108,HDX_OSM
Sai Polyclinic and Diagnostic Centre,Bagmati,Kathmandu,,clinic,,27.734751,85.316251,HDX_OSM
Singapore Gorkha Polyclinic,Bagmati,Kathmandu,,clinic,,27.680718,85.347216,HDX_OSM
Lazimpat Sulav Clinic,Bagmati,Kathmandu,,clinic,,27.720412,85.32429,HDX_OSM
Namaste Dental Health Care Center,Bagmati,Kathmandu,,dentist,,27.720432,85.324284,HDX_OSM
Fresh Mint Dental Clinic,Bagmati,Kathmandu,,dentist,,27.742607,85.339686,HDX_OSM
Globel Dental Care Clinic,Bagmati,Kathmandu,,dentist,,27.742349,85.339407,HDX_OSM
"DPHO - TriyugaN.P., Udayapur",Koshi,Udayapur,"TriyugaN.P., Udayapur, Nepal",DPHO,,,,ArcGIS
"Hospital - TriyugaN.P., Udayapur",Koshi,Udayapur,"TriyugaN.P., Udayapur, Nepal",Hospital,,,,ArcGIS
"Primary Health Center - Beltar, Udayapur",Koshi,Udayapur,"Beltar, Udayapur, Nepal",Primary Health Center,,,,ArcGIS
"District Cold Room - TriyugaN.P., Udayapur",Koshi,Udayapur,"TriyugaN.P., Udayapur, Nepal",District Cold Room,,,,ArcGIS
"Primary Health Center - Katari, Udayapur",Koshi,Udayapur,"Katari, Udayapur, Nepal",Primary Health Center,,,,ArcGIS
"DPHO - Mangalsen, Achham",Sudurpashchim,Achham,"Mangalsen, Achham, Nepal",DPHO,,,,ArcGIS
"Primary Health Center - Bayala, Achham",Sudurpashchim,Achham,"Bayala, Achham, Nepal",Primary Health Center,,,,ArcGIS
"District Cold Room - Mangalsen, Achham",Sudurpashchim,Achham,"Mangalsen, Achham, Nepal",District Cold Room,,,,ArcGIS
"Hospital - Mangalsen, Achham",Sudurpashchim,Achham,"Mangalsen, Achham, Nepal",Hospital,,,,ArcGIS
"DPHO - Sandhikharka, Arghakhanchi",Lumbini,Arghakhanchi,"Sandhikharka, Arghakhanchi, Nepal",DPHO,,,,ArcGIS
"Hospital - Sandhikharka, Arghakhanchi",Lumbini,Arghakhanchi,"Sandhikharka, Arghakhanchi, Nepal",Hospital,,,,ArcGIS
"Primary Health Center - Thada, Arghakhanchi",Lumbini,Arghakhanchi,"Thada, Arghakhanchi, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - Balkot, Arghakhanchi",Lumbini,Arghakhanchi,"Balkot, Arghakhanchi, Nepal",Primary Health Center,,,,ArcGIS
"District Cold Room - Sandhikharka, Arghakhanchi",Lumbini,Arghakhanchi,"Sandhikharka, Arghakhanchi, Nepal",District Cold Room,,,,ArcGIS
"DPHO - Darling, Baglung",Gandaki,Baglung,"Darling, Baglung, Nepal",DPHO,,,,ArcGIS
"Hospital - Darling, Baglung",Gandaki,Baglung,"Darling, Baglung, Nepal",Hospital,,,,ArcGIS
"Primary Health Center - Devisthan, Baglung",Gandaki,Baglung,"Devisthan, Baglung, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - Jaljala, Baglung",Gandaki,Baglung,"Jaljala, Baglung, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - Kusmishera, Baglung",Gandaki,Baglung,"Kusmishera, Baglung, Nepal",Primary Health Center,,,,ArcGIS
"District Cold Room - Darling, Baglung",Gandaki,Baglung,"Darling, Baglung, Nepal",District Cold Room,,,,ArcGIS
"DPHO - DasharathchandaN.P., Baitadi",Sudurpashchim,Baitadi,"DasharathchandaN.P., Baitadi, Nepal",DPHO,,,,ArcGIS
"Primary Health Center - Melauli, Baitadi",Sudurpashchim,Baitadi,"Melauli, Baitadi, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - Patan, Baitadi",Sudurpashchim,Baitadi,"Patan, Baitadi, Nepal",Primary Health Center,,,,ArcGIS
"Hospital - DasharathchandaN.P., Baitadi",Sudurpashchim,Baitadi,"DasharathchandaN.P., Baitadi, Nepal",Hospital,,,,ArcGIS
"District Cold Room - DasharathchandaN.P., Baitadi",Sudurpashchim,Baitadi,"DasharathchandaN.P., Baitadi, Nepal",District Cold Room,,,,ArcGIS
"DPHO - Rithapata, Bajhang",Sudurpashchim,Bajhang,"Rithapata, Bajhang, Nepal",DPHO,,,,ArcGIS
"Primary Health Center - Deulek, Bajhang",Sudurpashchim,Bajhang,"Deulek, Bajhang, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - Rayal, Bajhang",Sudurpashchim,Bajhang,"Rayal, Bajhang, Nepal",Primary Health Center,,,,ArcGIS
"District Cold Room - Rithapata, Bajhang",Sudurpashchim,Bajhang,"Rithapata, Bajhang, Nepal",District Cold Room,,,,ArcGIS
"Hospital - Rithapata, Bajhang",Sudurpashchim,Bajhang,"Rithapata, Bajhang, Nepal",Hospital,,,,ArcGIS
"Primary Health Center - Kolti, Bajura",Sudurpashchim,Bajura,"Kolti, Bajura, Nepal",Primary Health Center,,,,ArcGIS
"DPHO - Martadi, Bajura",Sudurpashchim,Bajura,"Martadi, Bajura, Nepal",DPHO,,,,ArcGIS
"District Cold Room - Martadi, Bajura",Sudurpashchim,Bajura,"Martadi, Bajura, Nepal",District Cold Room,,,,ArcGIS
"DPHO - NepalgunjN.P., Banke",Lumbini,Banke,"NepalgunjN.P., Banke, Nepal",DPHO,,,,ArcGIS
"Hospital - NepalgunjN.P., Banke",Lumbini,Banke,"NepalgunjN.P., Banke, Nepal",Hospital,,,,ArcGIS
"District Cold Room - NepalgunjN.P., Banke",Lumbini,Banke,"NepalgunjN.P., Banke, Nepal",District Cold Room,,,,ArcGIS
"DPHO - KalaiyaN.P., Bara",Madhesh,Bara,"KalaiyaN.P., Bara, Nepal",DPHO,,,,ArcGIS
"Hospital - KalaiyaN.P., Bara",Madhesh,Bara,"KalaiyaN.P., Bara, Nepal",Hospital,,,,ArcGIS
"Primary Health Center - PiparaSimara, Bara",Madhesh,Bara,"PiparaSimara, Bara, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - Nijgadh, Bara",Madhesh,Bara,"Nijgadh, Bara, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - Ganjbhawanipur, Bara",Madhesh,Bara,"Ganjbhawanipur, Bara, Nepal",Primary Health Center,,,,ArcGIS
"District Cold Room - KalaiyaN.P., Bara",Madhesh,Bara,"KalaiyaN.P., Bara, Nepal",District Cold Room,,,,ArcGIS
"District Cold Room - GulariyaN.P., Bardiya",Lumbini,Bardiya,"GulariyaN.P., Bardiya, Nepal",District Cold Room,,,,ArcGIS
"DPHO - GulariyaN.P., Bardiya",Lumbini,Bardiya,"GulariyaN.P., Bardiya, Nepal",DPHO,,,,ArcGIS
"Hospital - GulariyaN.P., Bardiya",Lumbini,Bardiya,"GulariyaN.P., Bardiya, Nepal",Hospital,,,,ArcGIS
"Primary Health Center - Rajapur, Bardiya",Lumbini,Bardiya,"Rajapur, Bardiya, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - Magaragadi, Bardiya",Lumbini,Bardiya,"Magaragadi, Bardiya, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - Sorhawa, Bardiya",Lumbini,Bardiya,"Sorhawa, Bardiya, Nepal",Primary Health Center,,,,ArcGIS
"DPHO - BhaktapurN.P., Bhaktapur",Bagmati,Bhaktapur,"BhaktapurN.P., Bhaktapur, Nepal",DPHO,,,,ArcGIS
"Hospital - BhaktapurN.P., Bhaktapur",Bagmati,Bhaktapur,"BhaktapurN.P., Bhaktapur, Nepal",Hospital,,,,ArcGIS
"Primary Health Center - Changunarayan, Bhaktapur",Bagmati,Bhaktapur,"Changunarayan, Bhaktapur, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - Dadhikot, Bhaktapur",Bagmati,Bhaktapur,"Dadhikot, Bhaktapur, Nepal",Primary Health Center,,,,ArcGIS
"District Cold Room - BhaktapurN.P., Bhaktapur",Bagmati,Bhaktapur,"BhaktapurN.P., Bhaktapur, Nepal",District Cold Room,,,,ArcGIS
"DPHO - Bhojpur, Bhojpur",Koshi,Bhojpur,"Bhojpur, Bhojpur, Nepal",DPHO,,,,ArcGIS
"Hospital - Bhojpur, Bhojpur",Koshi,Bhojpur,"Bhojpur, Bhojpur, Nepal",Hospital,,,,ArcGIS
"Primary Health Center - Mulpani, Bhojpur",Koshi,Bhojpur,"Mulpani, Bhojpur, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - Pyauli, Bhojpur",Koshi,Bhojpur,"Pyauli, Bhojpur, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - Ranibas, Bhojpur",Koshi,Bhojpur,"Ranibas, Bhojpur, Nepal",Primary Health Center,,,,ArcGIS
"District Cold Room - Bhojpur, Bhojpur",Koshi,Bhojpur,"Bhojpur, Bhojpur, Nepal",District Cold Room,,,,ArcGIS
"DPHO - BharatpurN.P., Chitawan",Bagmati,Chitawan,"BharatpurN.P., Chitawan, Nepal",DPHO,,,,ArcGIS
"Hospital - BharatpurN.P., Chitawan",Bagmati,Chitawan,"BharatpurN.P., Chitawan, Nepal",Hospital,,,,ArcGIS
"Primary Health Center - Bagauda, Chitawan",Bagmati,Chitawan,"Bagauda, Chitawan, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - Khairahani, Chitawan",Bagmati,Chitawan,"Khairahani, Chitawan, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - Sibanagar, Chitawan",Bagmati,Chitawan,"Sibanagar, Chitawan, Nepal",Primary Health Center,,,,ArcGIS
"District Cold Room - BharatpurN.P., Chitawan",Bagmati,Chitawan,"BharatpurN.P., Chitawan, Nepal",District Cold Room,,,,ArcGIS
"DPHO - AmargadhiN.P., Dadeldhura",Sudurpashchim,Dadeldhura,"AmargadhiN.P., Dadeldhura, Nepal",DPHO,,,,ArcGIS
"Hospital - AmargadhiN.P., Dadeldhura",Sudurpashchim,Dadeldhura,"AmargadhiN.P., Dadeldhura, Nepal",Hospital,,,,ArcGIS
"Primary Health Center - Jogbuda, Dadeldhura",Sudurpashchim,Dadeldhura,"Jogbuda, Dadeldhura, Nepal",Primary Health Center,,,,ArcGIS
"District Cold Room - AmargadhiN.P., Dadeldhura",Sudurpashchim,Dadeldhura,"AmargadhiN.P., Dadeldhura, Nepal",District Cold Room,,,,ArcGIS
"District Cold Room - NarayanN.P., Dailekh",Karnali,Dailekh,"NarayanN.P., Dailekh, Nepal",District Cold Room,,,,ArcGIS
"DPHO - NarayanN.P., Dailekh",Karnali,Dailekh,"NarayanN.P., Dailekh, Nepal",DPHO,,,,ArcGIS
"Hospital - NarayanN.P., Dailekh",Karnali,Dailekh,"NarayanN.P., Dailekh, Nepal",Hospital,,,,ArcGIS
"Primary Health Center - Dullu, Dailekh",Karnali,Dailekh,"Dullu, Dailekh, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - Lakandra, Dailekh",Karnali,Dailekh,"Lakandra, Dailekh, Nepal",Primary Health Center,,,,ArcGIS
"District Cold Room - TribhuwanNagarN.P., Dang",Lumbini,Dang,"TribhuwanNagarN.P., Dang, Nepal",District Cold Room,,,,ArcGIS
"DPHO - TribhuwanNagarN.P., Dang",Lumbini,Dang,"TribhuwanNagarN.P., Dang, Nepal",DPHO,,,,ArcGIS
"Hospital - TribhuwanNagarN.P., Dang",Lumbini,Dang,"TribhuwanNagarN.P., Dang, Nepal",Hospital,,,,ArcGIS
"Primary Health Center - Shreegaun, Dang",Lumbini,Dang,"Shreegaun, Dang, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - TulsipurN.P., Dang",Lumbini,Dang,"TulsipurN.P., Dang, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - Syuja, Dang",Lumbini,Dang,"Syuja, Dang, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - Chaulahi, Dang",Lumbini,Dang,"Chaulahi, Dang, Nepal",Primary Health Center,,,,ArcGIS
"DPHO - Khalanga, Darchula",Sudurpashchim,Darchula,"Khalanga, Darchula, Nepal",DPHO,,,,ArcGIS
"Hospital - Khalanga, Darchula",Sudurpashchim,Darchula,"Khalanga, Darchula, Nepal",Hospital,,,,ArcGIS
"Primary Health Center - Gokuleswor, Darchula",Sudurpashchim,Darchula,"Gokuleswor, Darchula, Nepal",Primary Health Center,,,,ArcGIS
"DPHO - Nilkantha, Dhading",Bagmati,Dhading,"Nilkantha, Dhading, Nepal",DPHO,,,,ArcGIS
"Hospital - Nilkantha, Dhading",Bagmati,Dhading,"Nilkantha, Dhading, Nepal",Hospital,,,,ArcGIS
"Primary Health Center - Gajuri, Dhading",Bagmati,Dhading,"Gajuri, Dhading, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - Salyantar, Dhading",Bagmati,Dhading,"Salyantar, Dhading, Nepal",Primary Health Center,,,,ArcGIS
"District Cold Room - Nilkantha, Dhading",Bagmati,Dhading,"Nilkantha, Dhading, Nepal",District Cold Room,,,,ArcGIS
"District Cold Room - DhankutaN.P., Dhankuta",Koshi,Dhankuta,"DhankutaN.P., Dhankuta, Nepal",District Cold Room,,,,ArcGIS
"DPHO - DhankutaN.P., Dhankuta",Koshi,Dhankuta,"DhankutaN.P., Dhankuta, Nepal",DPHO,,,,ArcGIS
"Hospital - DhankutaN.P., Dhankuta",Koshi,Dhankuta,"DhankutaN.P., Dhankuta, Nepal",Hospital,,,,ArcGIS
"Primary Health Center - Danda Bazar, Dhankuta",Koshi,Dhankuta,"Danda Bazar, Dhankuta, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - ArkhauleJitpur, Dhankuta",Koshi,Dhankuta,"ArkhauleJitpur, Dhankuta, Nepal",Primary Health Center,,,,ArcGIS
"DPHO - JanakpurN.P., Dhanusa",Madhesh,Dhanusa,"JanakpurN.P., Dhanusa, Nepal",DPHO,,,,ArcGIS
"Zonal Hospital - JanakpurN.P., Dhanusa",Madhesh,Dhanusa,"JanakpurN.P., Dhanusa, Nepal",Zonal Hospital,,,,ArcGIS
"Primary Health Center - SakhuwaMahendranaga, Dhanusa",Madhesh,Dhanusa,"SakhuwaMahendranaga, Dhanusa, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - Dhanusadham, Dhanusa",Madhesh,Dhanusa,"Dhanusadham, Dhanusa, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - Sabela, Dhanusa",Madhesh,Dhanusa,"Sabela, Dhanusa, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - Yadukush, Dhanusa",Madhesh,Dhanusa,"Yadukush, Dhanusa, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - DeuriParbaha, Dhanusa",Madhesh,Dhanusa,"DeuriParbaha, Dhanusa, Nepal",Primary Health Center,,,,ArcGIS
"District Cold Room - JanakpurN.P., Dhanusa",Madhesh,Dhanusa,"JanakpurN.P., Dhanusa, Nepal",District Cold Room,,,,ArcGIS
"Private Hospital - RamaidaiyaBhawadi, Dhanusa",Madhesh,Dhanusa,"RamaidaiyaBhawadi, Dhanusa, Nepal",Private Hospital,,,,ArcGIS
"DPHO - BhimesworN.P., Dolakha",Bagmati,Dolakha,"BhimesworN.P., Dolakha, Nepal",DPHO,,,,ArcGIS
"Hospital - Jiri, Dolakha",Bagmati,Dolakha,"Jiri, Dolakha, Nepal",Hospital,,,,ArcGIS
"Primary Health Center - BhimesworN.P., Dolakha",Bagmati,Dolakha,"BhimesworN.P., Dolakha, Nepal",Primary Health Center,,,,ArcGIS
"District Cold Room - BhimesworN.P., Dolakha",Bagmati,Dolakha,"BhimesworN.P., Dolakha, Nepal",District Cold Room,,,,ArcGIS
"Private Hospital - BhimesworN.P., Dolakha",Bagmati,Dolakha,"BhimesworN.P., Dolakha, Nepal",Private Hospital,,,,ArcGIS
"District Cold Room - Dunai, Dolpa",Karnali,Dolpa,"Dunai, Dolpa, Nepal",District Cold Room,,,,ArcGIS
"DPHO - Dunai, Dolpa",Karnali,Dolpa,"Dunai, Dolpa, Nepal",DPHO,,,,ArcGIS
"DPHO - DipayalSilgadhiN.P., Doti",Sudurpashchim,Doti,"DipayalSilgadhiN.P., Doti, Nepal",DPHO,,,,ArcGIS
"Primary Health Center - Saraswotinagar, Doti",Sudurpashchim,Doti,"Saraswotinagar, Doti, Nepal",Primary Health Center,,,,ArcGIS
"District Cold Room - DipayalSilgadhiN.P., Doti",Sudurpashchim,Doti,"DipayalSilgadhiN.P., Doti, Nepal",District Cold Room,,,,ArcGIS
"DPHO - PrithbinarayanN.P., Gorkha",Gandaki,Gorkha,"PrithbinarayanN.P., Gorkha, Nepal",DPHO,,,,ArcGIS
"Hospital - PrithbinarayanN.P., Gorkha",Gandaki,Gorkha,"PrithbinarayanN.P., Gorkha, Nepal",Hospital,,,,ArcGIS
"Hospital - Aanppipal, Gorkha",Gandaki,Gorkha,"Aanppipal, Gorkha, Nepal",Hospital,,,,ArcGIS
"Primary Health Center - Makaising, Gorkha",Gandaki,Gorkha,"Makaising, Gorkha, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - Jaubari, Gorkha",Gandaki,Gorkha,"Jaubari, Gorkha, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - AaruChanuate, Gorkha",Gandaki,Gorkha,"AaruChanuate, Gorkha, Nepal",Primary Health Center,,,,ArcGIS
"District Cold Room - PrithbinarayanN.P., Gorkha",Gandaki,Gorkha,"PrithbinarayanN.P., Gorkha, Nepal",District Cold Room,,,,ArcGIS
"DPHO - Tamghas, Gulmi",Lumbini,Gulmi,"Tamghas, Gulmi, Nepal",DPHO,,,,ArcGIS
"Hospital - Tamghas, Gulmi",Lumbini,Gulmi,"Tamghas, Gulmi, Nepal",Hospital,,,,ArcGIS
"Primary Health Center - DhurkotRajasthal, Gulmi",Lumbini,Gulmi,"DhurkotRajasthal, Gulmi, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - Digam, Gulmi",Lumbini,Gulmi,"Digam, Gulmi, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - Johang, Gulmi",Lumbini,Gulmi,"Johang, Gulmi, Nepal",Primary Health Center,,,,ArcGIS
"District Cold Room - Tamghas, Gulmi",Lumbini,Gulmi,"Tamghas, Gulmi, Nepal",District Cold Room,,,,ArcGIS
"District Cold Room - Simikot, Humla",Karnali,Humla,"Simikot, Humla, Nepal",District Cold Room,,,,ArcGIS
"DPHO - Simikot, Humla",Karnali,Humla,"Simikot, Humla, Nepal",DPHO,,,,ArcGIS
"DPHO - IlamN.P., Ilam",Koshi,Ilam,"IlamN.P., Ilam, Nepal",DPHO,,,,ArcGIS
"Hospital - IlamN.P., Ilam",Koshi,Ilam,"IlamN.P., Ilam, Nepal",Hospital,,,,ArcGIS
"Primary Health Center - PhikalBazar, Ilam",Koshi,Ilam,"PhikalBazar, Ilam, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - PasupatiNagar, Ilam",Koshi,Ilam,"PasupatiNagar, Ilam, Nepal",Primary Health Center,,,,ArcGIS
"Primary Health Center - Mangalbare, Ilam",Koshi,Ilam,"Mangalbare, Ilam, Nepal",Primary Health Center,,,,ArcGIS
"District Cold Room - IlamN.P., Ilam",Koshi,Ilam,"IlamN.P., Ilam, Nepal",District Cold Room,,,,ArcGIS
"District Cold Room - Khalanga, Jajarkot",Karnali,Jajarkot,"Khalanga, Jajarkot, Nepal",District Cold Room,,,,ArcGIS
